rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Grafica,ROTONDA ROGELIO ADRIAN,DIARIO EL ECO DE TANDIL,Buenos Aires,TANDIL,5378176.44,,491203.44,4886973.00
Via Publica,PUNTO FIJO S.R.L.,PUNTO FIJO S.R.L.,Varias,Varias,5348200.00,,,5348200.00
Via Publica,ALTER MEDIOS S.A.,ALTER MEDIOS S.A.,Varias,Varias,5333680.00,,,5333680.00
TV Cable,TELEVISION FEDERAL S.A.,CANAL 8 TUCUMAN,Tucuman,SAN MIGUEL DE TUCUMAN,5250254.26,,688154.95,4562099.31
Web,MAGALLANES MEDIA S.A.,WWW.PRONTO.COM.AR,Capital Federal,CAPITAL FEDERAL,5218385.56,,2022535.94,3195849.62
Grafica,LA ARENA S.A.,DIARIO LA ARENA,La Pampa,SANTA ROSA,5137424.24,,590149.56,4547274.68
Web,TELEVISION LITORAL S.A.,WWW.ROSARIO3.COM,Santa Fe,ROSARIO,5115275.00,,1996500.00,3118775.00
Via Publica,DELFINO MAGNUS S.R.L.,DELFINO MAGNUS S.R.L.,Varias,Varias,5057437.00,,,5057437.00
Web,LA POLITICA ONLINE S.A.,WWW.LAPOLITICAONLINE.COM,Capital Federal,CAPITAL FEDERAL,5044123.74,,1416642.50,3627481.24
Web,MEDIAFOX S.A.,DG MARKET,Capital Federal,Varias,5017059.30,,5017059.30,
Via Publica,SUPERESTRUCTURAS METALICAS SRL,SUPERESTRUCTURAS METALICAS SRL,Varias,Varias,4985200.00,,,4985200.00
Via Publica,CARLOS A.GIROLA &ASOCIADOS SRL,CARLOS A.GIROLA &ASOCIADOS SRL,Varias,Varias,4983264.00,,,4983264.00
Via Publica,COOP.D/TRAB.X LA PLATA PUB.LTD,COOP.D/TRAB.X LA PLATA PUB.LTD,Varias,Varias,4969712.00,,,4969712.00
Via Publica,OESTE UNO S.R.L.,OESTE UNO S.R.L.,Varias,Varias,4949868.00,,,4949868.00
Web,MTV NETWORKS ARGENTINA SRL,WWW.TELEFENOTICIAS.COM.AR,Capital Federal,CAPITAL FEDERAL,4900464.17,,2249635.00,2650829.17
Via Publica,ABATEMARCO NATALIA LORENA,ABATEMARCO NATALIA LORENA,Varias,Varias,4878544.00,,,4878544.00
Via Publica,GRUPO MEDIOS LITORAL S.A.,GRUPO MEDIOS LITORAL S.A.,Varias,Varias,4856214.00,,,4856214.00
Grafica,ALTA DENSIDAD S.A.,DIARIO BAE,Capital Federal,CAPITAL FEDERAL,4834339.64,,,4834339.64
Radio AM,CADENA DE RADIO ECO S.A.,AM 1220 ECO MEDIOS - CADENA ECO,Capital Federal,CAPITAL FEDERAL,4831686.09,,1781631.83,3050054.26
Grafica,EDITORIAL FORMOSA S.A.,FORMOSA,Formosa,FORMOSA,4819141.47,,2634742.11,2184399.36
Web,LA MANA S.R.L.,WWW.BIGBANGNEWS.COM,Capital Federal,CAPITAL FEDERAL,4816821.26,,1934143.87,2882677.39
Web,MAN PRESS S.A.,WWW.DIARIOPOPULAR.COM.AR,Capital Federal,CAPITAL FEDERAL,4816697.00,,2156175.00,2660522.00
Via Publica,VIA GRAPHIC MIDIOS S.A.,VIA GRAPHIC MIDIOS S.A.,Varias,Varias,4803221.28,,,4803221.28
Via Publica,MEGA ESTRUCTURAS PUBLICIT. SRL,MEGA ESTRUCTURAS PUBLICIT. SRL,Varias,Varias,4753267.20,,,4753267.20
Via Publica,GRUPO VIA S.A.,GRUPO VIA S.A.,Varias,Varias,4737140.56,,,4737140.56
Via Publica,FIT SOLUCIONES PUBLIC. S.A.,FIT SOLUCIONES PUBLIC. S.A.,Varias,Varias,4719000.00,,,4719000.00
Via Publica,BRAND PLUS SRL,BRAND PLUS SRL,Varias,Varias,4667938.00,,,4667938.00
TV Cable,NUEVA MUSICA PRODUCCIONES S.A.,ARGENTINISIMA SATELITAL,Capital Federal,CAPITAL FEDERAL,4640350.00,,2025237.50,2615112.50
TV Cable,AGUERO SILVIA MONICA,CANAL 9,Salta,SALTA,4639624.00,,890076.00,3749548.00
Via Publica,IN KUESTO MEDIA S. A.,IN KUESTO MEDIA S. A.,Varias,Varias,4612036.00,,,4612036.00
Web,AFAKOT SA,WWW.RADIOCONVOS.COM.AR,Capital Federal,CAPITAL FEDERAL,4553230.01,,1806933.34,2746296.67
Grafica,COMUNICACIONES Y MEDIOS S.A.,LA MANANA NEUQUEN,Neuquen,NEUQUEN,4549190.90,2227691.75,,2321499.15
Via Publica,CIRELL MEDIA CONTENT SA,CIRELL MEDIA CONTENT SA,Varias,Varias,4515841.00,,,4515841.00
Via Publica,MULTIMARKETING S.A.,MULTIMARKETING S.A.,Varias,Varias,4500474.00,,,4500474.00
Via Publica,GRUPO COMUNICARTE SRL.,GRUPO COMUNICARTE SRL.,Varias,Varias,4487846.44,,,4487846.44
TV Cable,WORLD MANAGEMENT SRL,FOX SPORTS,Capital Federal,CAPITAL FEDERAL,4438219.50,,,4438219.50
Grafica,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE CIPOLLETTI,Rio Negro,CIPOLLETTI,4427075.24,2203955.02,,2223120.22
Via Publica,MEDIOS DE INTERIOR S.A.,MEDIOS DE INTERIOR S.A.,Varias,Varias,4422066.00,,,4422066.00
Via Publica,MEDIOS DE INTERIOR S.A.,MEDIOS DE INTERIOR S.A.,Varias,Varias,4421062.91,,,4421062.91
TV Cable,LA GACETA S.A.,LA GACETA PLAY,Tucuman,SAN MIGUEL DE TUCUMAN,4368178.65,,671967.45,3696211.20
Via Publica,ST MEDIOS SA,ST MEDIOS SA,Varias,Varias,4356000.00,,,4356000.00
Radio FM,RADIO ESTEREO S.A.,FM 94.1 CONTINENTAL,Buenos Aires,MAR DEL PLATA,4304817.00,,,4304817.00
Web,HORIZONTES ON LINE S.A.,WWW.ELTRIBUNO.COM/SALTA,Salta,SALTA,4248300.00,,2017050.00,2231250.00
Grafica,LA OPINION AUSTRAL S.A.S.,LA OPINION AUSTRAL,Santa Cruz,RIO GALLEGOS,4199225.08,,487180.75,3712044.33
Via Publica,LATIN OUTDOOR S.A.,LATIN OUTDOOR S.A.,Varias,Varias,4198942.00,,,4198942.00
Via Publica,COBERTURA S.R.L.,COBERTURA S.R.L.,Varias,Varias,4152720.00,,,4152720.00
TV Cable,J.G. REPRESENTACIONES S.A.,CANAL 5 TELESOL,San Juan,SAN JUAN,4144250.00,,499730.00,3644520.00
Via Publica,FIT SOLUCIONES PUBLIC. S.A.,FIT SOLUCIONES PUBLIC. S.A.,Varias,Varias,4091010.00,,,4091010.00
Grafica,EDITORIAL LA PAGINA S.A.,ROSARIO 12,Santa Fe,ROSARIO,4065580.28,,3383040.94,682539.34
TV Cable,KUARZO ARGENTINA S.A.,CANAL KZO,Capital Federal,CAPITAL FEDERAL,4062151.50,2980714.00,,1081437.50
Web,COOP. DE TRAB. POR MAS TIEMPO,WWW.TIEMPOAR.COM.AR,Capital Federal,CAPITAL FEDERAL,4053927.50,,1190463.75,2863463.75
Via Publica,VIA WALL S.A.,VIA WALL S.A.,Varias,Varias,4014296.00,,,4014296.00
TV Cable,TELEVISION FEDERAL S.A.,CANAL 11,Salta,SALTA,4013829.25,,449526.50,3564302.75
Via Publica,ST MEDIOS SA,ST MEDIOS SA,Varias,Varias,4007757.16,,,4007757.16
Via Publica,ATACAMA S.A. DE PUBLICIDAD,ATACAMA S.A. DE PUBLICIDAD,Varias,Varias,3997719.00,,,3997719.00
Web,ALTA DENSIDAD S.A.,WWW.DEPO.COM.AR,Capital Federal,CAPITAL FEDERAL,3978000.00,,1768000.00,2210000.00
TV Cable,TELEVISION FEDERAL S.A.,CANAL 8,Buenos Aires,MAR DEL PLATA,3969855.74,,204568.65,3765287.09
Via Publica,GRUPO REM S.R.L.,GRUPO REM S.R.L.,Varias,Varias,3949440.00,,,3949440.00
Via Publica,RAUL EIJO PROPAGANDA S.A.I.C.,RAUL EIJO PROPAGANDA S.A.I.C.,Varias,Varias,3927660.00,,,3927660.00
Via Publica,GRUPO AL SUR S.A.,GRUPO AL SUR S.A.,Varias,Varias,3918222.00,,1430462.00,2487760.00
Via Publica,PUBLICIDAD SUDMAR S.R.L.,PUBLICIDAD SUDMAR S.R.L.,Varias,Varias,3907211.00,,,3907211.00
Via Publica,NEW VIAL S.A.,NEW VIAL S.A.,Varias,Varias,3872000.00,,,3872000.00
Web,ALTA DENSIDAD S.A.,WWW.DIARIOSHOW.COM,Capital Federal,CAPITAL FEDERAL,3867500.00,,1657500.00,2210000.00
Web,EL DIA SOC.ANON.IND.COM. Y FIN,WWW.ELDIA.COM,Buenos Aires,LA PLATA,3866347.41,,1276821.16,2589526.25
Via Publica,MORALES MARCOS ERNESTO,MORALES MARCOS ERNESTO,Varias,Varias,3859537.00,,,3859537.00
Grafica,TALLERES EL TUNEL S.A.,LA VOZ DEL CHACO,Chaco,RESISTENCIA,3853178.31,437580.00,537443.71,2878154.60
Via Publica,COMPAY S.R.L.,COMPAY S.R.L.,Varias,Varias,3833280.00,,,3833280.00
TV Cable,TV MUSIC HOUSE JUJUY S.R.L.,CANAL 4,Jujuy,SAN SALVADOR DE JUJUY,3807870.00,,726726.00,3081144.00
Web,ESECOM SA,WWW.ELECONOMISTA.COM.AR,Capital Federal,CAPITAL FEDERAL,3801200.00,,276250.00,3524950.00
Radio FM,CIELO PLATENSE S.R.L.,FM 103.5 LA CIELO,Buenos Aires,LA PLATA,3791904.05,,1259646.30,2532257.75
TV Cable,ARTE RADIOTELEVISIVO ARGENTINO,CANAL 9,Chaco,RESISTENCIA,3777402.20,,603402.80,3173999.40
TV Cable,PRODUCTORES INDEP. ASOC. S.A.,CANAL 9,Entre Rios,PARANA,3714488.25,,,3714488.25
Grafica,MONTIVEL S.A.,EL LITORAL,Corrientes,CORRIENTES,3678854.40,,1824098.64,1854755.76
Grafica,EDITORA CORRENTINA S.A.,EPOCA,Corrientes,CORRIENTES,3651351.74,1977472.98,,1673878.76
Radio AM,RADIO BAHIA BLANCA SACP DE RYT,AM 840 LU2,Buenos Aires,BAHIA BLANCA,3643014.76,,,3643014.76
Web,MULTIPORTAL MEDIOS SA,WWW.UNOENTRERIOS.COM.AR,Entre Rios,PARANA,3632687.50,,1326000.00,2306687.50
Web,MULTIPORTAL MEDIOS SA,WWW.UNOSANTAFE.COM.AR,Santa Fe,SANTA FE,3632687.50,,1326000.00,2306687.50
Via Publica,TARGET VIA PUBLICA S.R.L.,TARGET VIA PUBLICA S.R.L.,Varias,Varias,3613060.00,,,3613060.00
Via Publica,VIA PUBLICA CLAN S.A.,VIA PUBLICA CLAN S.A.,Varias,Varias,3586440.00,,,3586440.00
TV Cable,SRT SERV R Y TV UNIV N CDBA SA,CBA24N,Cordoba,CORDOBA,3573502.68,3573502.68,,
Via Publica,WALL STREET VIA PUBLICA S.A.,WALL STREET VIA PUBLICA S.A.,Varias,Varias,3521100.00,,,3521100.00
TV Cable,WIERNA PATRICIA INES,CANAL 10,Salta,SALTA,3518196.00,,724838.40,2793357.60
Web,EL COHETE A LA LUNA S.R.L.,WWW.ELCOHETEALALUNA.COM,Capital Federal,CAPITAL FEDERAL,3514140.00,,1320270.00,2193870.00
Via Publica,MEDIOS DE INTERIOR S.A.,MEDIOS DE INTERIOR S.A.,Varias,Varias,3509000.00,,,3509000.00
TV Cable,EDITORIAL FUNDAMENTO S.A.,CANAL SOMOS RIO CUARTO,Cordoba,RIO CUARTO,3494177.50,,,3494177.50
TV Cable,SONY PICTURES RELEASING ARGENTINA S.R.L.,AXN,Capital Federal,CAPITAL FEDERAL,3455760.00,,,3455760.00
TV Cable,WORLD MANAGEMENT SRL,TNT SERIES,Capital Federal,CAPITAL FEDERAL,3426720.00,,,3426720.00
Via Publica,ELVIAN S.A.,ELVIAN S.A.,Varias,Varias,3413838.34,,,3413838.34
Grafica,MONTIVEL S.A.,DIARIO EL LIBERAL,Santiago del Estero,SANTIAGO DEL ESTERO,3408350.41,,1547367.41,1860983.00
Via Publica,VAN PUBLICIDAD S.A.,VAN PUBLICIDAD S.A.,Varias,Varias,3356540.00,,,3356540.00
Via Publica,VIACART S.A.,VIACART S.A.,Varias,Varias,3354120.00,,,3354120.00
Via Publica,KITTEN S.A.,KITTEN S.A.,Varias,Varias,3350248.00,,,3350248.00
Radio FM,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,ROSARIO,3343868.88,,382707.27,2961161.61
Via Publica,VIA PUBLICA CLAN S.A.,VIA PUBLICA CLAN S.A.,Varias,Varias,3325080.00,,,3325080.00
Via Publica,ESPACIO VIA PUBLICA S.R.L.,ESPACIO VIA PUBLICA S.R.L.,Varias,Varias,3308140.00,,,3308140.00
Via Publica,PC PUBLICIDAD S.A.,PC PUBLICIDAD S.A.,Varias,Varias,3289304.84,,,3289304.84
Grafica,EDITORIAL FORMOSA S.A.,EL LIBERTADOR,Corrientes,CORRIENTES,3259286.78,,1629643.39,1629643.39
Radio FM,HAMAKOM S.R.L.,FM 96.3 JAI,Capital Federal,CAPITAL FEDERAL,3252673.60,,819557.20,2433116.40
TV Cable,TELE RED IMAGEN S.A.,TYC SPORTS,Capital Federal,CAPITAL FEDERAL,3244784.40,,,3244784.40
Via Publica,GRUPO VIA S.A.,GRUPO VIA S.A.,Varias,Varias,3233487.84,,,3233487.84
TV Cable,TELEVISION FEDERAL S.A.,CANAL 13,Santa Fe,SANTA FE,3192582.29,,242859.71,2949722.58
Via Publica,E.A. CARNEVALE Y CIA S.A.,E.A. CARNEVALE Y CIA S.A.,Varias,Varias,3149872.00,,,3149872.00
Via Publica,OESTE UNO S.R.L.,OESTE UNO S.R.L.,Varias,Varias,3109385.40,,,3109385.40
TV Cable,WORLD MANAGEMENT SRL,ESPN,Capital Federal,CAPITAL FEDERAL,3103650.00,,,3103650.00
TV Cable,J.G. REPRESENTACIONES S.A.,CANAL 5 TV,Corrientes,CORRIENTES,3093068.55,,361245.50,2731823.05
Radio FM,TV Y FM LAS BRISAS S.R.L.,FM 98.5 RADIO BRISAS,Buenos Aires,MAR DEL PLATA,3088800.00,,265452.00,2823348.00
Radio FM,TRD PUBLICIDAD Y COMUNIC. S.A.,FM 93.1 RADIO EL SIGLO,Capital Federal,CAPITAL FEDERAL,3085879.85,,,3085879.85
Redes,SMART APPS S.A.S.,DSP (DEMAND SIDE PLATFORM),Capital Federal,CAPITAL FEDERAL,3025000.00,,,3025000.00
Redes,SMART APPS S.A.S.,WWW.SMARTAPPS.COM.AR,Buenos Aires,VICENTE LOPEZ,3025000.00,,,3025000.00
Via Publica,KRYPTONITE MEDIA SA,KRYPTONITE MEDIA SA,Varias,Varias,3025000.00,,,3025000.00
Via Publica,OBOX SA,OBOX SA,Varias,Varias,3025000.00,,,3025000.00
Web,EDITORIAL RIO NEGRO S.A.,WWW.RIONEGRO.COM.AR,Rio Negro,RIO NEGRO,3025000.00,,605000.00,2420000.00
Radio FM,TELEVISION ABC S.A.,FM 94.7 MUCHA RADIO,Capital Federal,CAPITAL FEDERAL,3013317.45,,1119165.30,1894152.15
TV Cable,WORLD MANAGEMENT SRL,SPACE,Capital Federal,CAPITAL FEDERAL,3000800.00,,,3000800.00
Grafica,EDITORIAL FUNDAMENTO S.A.,DIARIO PUNTAL,Cordoba,RIO IV,2947366.50,,963670.50,1983696.00
Via Publica,VIA WALL S.A.,VIA WALL S.A.,Varias,Varias,2938848.00,,,2938848.00
Web,SILMAR PRODUCCIONES S.R.L.,WWW.WETOKER.COM,Capital Federal,CAPITAL FEDERAL,2936266.68,,540466.67,2395800.01
Via Publica,IMAGINEERS S.R.L.,IMAGINEERS S.R.L.,Varias,Varias,2928200.00,,,2928200.00
TV Cable,WORLD MANAGEMENT SRL,STAR CHANNEL,Capital Federal,CAPITAL FEDERAL,2904000.00,,,2904000.00
Via Publica,ZONA URBANA PUBLICIDAD S.R.L.,ZONA URBANA PUBLICIDAD S.R.L.,Varias,Varias,2891367.60,,,2891367.60
Via Publica,PUBLICIDAD SARMIENTO S.A.,PUBLICIDAD SARMIENTO S.A.,Varias,Varias,2861579.82,,,2861579.82
TV Cable,SONY PICTURES RELEASING ARGENTINA S.R.L.,SONY,Capital Federal,CAPITAL FEDERAL,2855600.00,,,2855600.00
TV Cable,WORLD MANAGEMENT SRL,TNT,Capital Federal,CAPITAL FEDERAL,2855600.00,,,2855600.00
TV Cable,MULTIMEDIOS REGIONAL S.A.,CAT TV,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,2852962.20,,853776.00,1999186.20
Radio FM,GROUP INVERFIVE S.A.,FM 91.7 CNN RADIO,Mendoza,MENDOZA,2823750.00,,626250.00,2197500.00
Web,MEDIABIT S.A.,WWW.ELDOCETV.COM.AR,Cordoba,CORDOBA,2815791.50,,713762.01,2102029.49
Radio AM,COOP.DE TRABAJO RADIO COOP.LTD,AM 770 RADIO COOPERATIVA,Capital Federal,CAPITAL FEDERAL,2785976.60,,,2785976.60
Via Publica,MEGA ESTRUCTURAS PUBLICIT. SRL,MEGA ESTRUCTURAS PUBLICIT. SRL,Varias,Varias,2781064.00,,,2781064.00
Via Publica,BIGMEDIA ARGENTINA S.A.,BIGMEDIA ARGENTINA S.A.,Varias,Varias,2780096.00,,,2780096.00
Via Publica,VIA PUBLICA CLAN S.A.,VIA PUBLICA CLAN S.A.,Varias,Varias,2770779.00,,,2770779.00
Web,EURALIA ARGENTINA S.A.,WWW.25DIGITAL.COM.AR,Buenos Aires,25 DE mayo,2762025.04,,2640057.04,121968.00
Grafica,PANORAMA PUBLICIDAD S.A.,DIARIO EL TERRITORIO,Misiones,POSADAS,2756233.49,,1059331.23,1696902.26
Via Publica,COOP.DE TRAB.VOZ E I.DEL SUR L,COOP.DE TRAB.VOZ E I.DEL SUR L,Varias,Varias,2755170.00,,,2755170.00
TV Cable,MULTIMEDIOS REGIONAL S.A.,MULTIMEDIOS REGIONALES S.A.,Salta,SALTA,2732301.00,,949608.00,1782693.00
Web,SILMAR PRODUCCIONES S.R.L.,WWW.DATAPOLITICA.COM,Capital Federal,CAPITAL FEDERAL,2726533.34,,721966.67,2004566.67
Radio FM,J.G. REPRESENTACIONES S.A.,FM 102.7 NORDESTE - EX RADIO 21,Chaco,RESISTENCIA,2723189.70,,796857.60,1926332.10
Web,RAIMONDO AGUSTIN,WWW.LAPLATA1.COM,Buenos Aires,LA PLATA,2710400.00,,968000.00,1742400.00
Radio AM,CONSULTORA ARCADIA S.A.,AM 1020 LT10 UNIVERSIDAD,Santa Fe,SANTA FE,2690703.73,,1231194.40,1459509.33
Via Publica,MORALES MARCOS ERNESTO,MORALES MARCOS ERNESTO,Varias,Varias,2677488.00,,,2677488.00
TV Cable,FIBRA IMAGEN RIO CUARTO S.A.,SUPERCANAL (RIO CUARTO),Cordoba,RIO CUARTO,2676188.46,2676188.46,,
Redes,REDMAS ARGENTINA S.A.,SPOTIFY,Capital Federal,Varias,2667361.76,,1457361.76,1210000.00
Via Publica,IN KUESTO MEDIA S. A.,IN KUESTO MEDIA S. A.,Varias,Varias,2662000.00,,,2662000.00
Via Publica,TARGIZE JAVIER ENRIQUE,TARGIZE JAVIER ENRIQUE,Varias,Varias,2662000.00,,,2662000.00
TV Cable,WORLD MANAGEMENT SRL,DISNEY CHANNEL,Capital Federal,CAPITAL FEDERAL,2657160.00,,,2657160.00
Web,EL LITORAL S.R.L.,WWW.ELLITORAL.COM,Santa Fe,SANTA FE,2633104.53,,1173592.89,1459511.64
Radio AM,SENTIDOS S.A.,AM 590 RADIO CONTINENTAL,Capital Federal,CAPITAL FEDERAL,2616952.91,,894164.59,1722788.32
Grafica,EL DIARIO DE MADRYN S.A.,EL DIARIO,Chubut,PUERTO MADRYN,2583020.15,,,2583020.15
Via Publica,COMUNICACION CUYO S.A.,COMUNICACION CUYO S.A.,Varias,Varias,2571008.00,,,2571008.00
TV Cable,MULTIMEDIOS REGIONAL S.A.,MULTIMEDIOS REGIONAL,Tucuman,TUCUMAN,2567862.00,,610929.00,1956933.00
Grafica,EDITORIAL PERFIL S.A.,REVISTA FORTUNA,Capital Federal,CAPITAL FEDERAL,2566318.35,,508181.85,2058136.50
Via Publica,GRUPO MEDIOS LITORAL S.A.,GRUPO MEDIOS LITORAL S.A.,Varias,Varias,2555520.00,,,2555520.00
Via Publica,UNION GRAFICA S.A.,UNION GRAFICA S.A.,Varias,Varias,2555520.00,,,2555520.00
Via Publica,VITERBO ROMA S.A.,VITERBO ROMA S.A.,Varias,Varias,2541000.00,,,2541000.00
Via Publica,MEDIOS DE INTERIOR S.A.,MEDIOS DE INTERIOR S.A.,Varias,Varias,2506237.91,,,2506237.91
Via Publica,ATACAMA S.A. DE PUBLICIDAD,ATACAMA S.A. DE PUBLICIDAD,Varias,Varias,2493519.60,,,2493519.60
TV Cable,TELEVISION FEDERAL S.A.,CANAL 7,Neuquen,NEUQUEN,2481181.70,,,2481181.70
Via Publica,GRUPO MEDIOS LITORAL S.A.,GRUPO MEDIOS LITORAL S.A.,Varias,Varias,2475176.00,,,2475176.00
TV Cable,B.T.C. S.A.,CANAL 3 - TVEO,Rio Negro,BARILOCHE,2455312.69,2455312.69,,
Web,PRENSA DIGITAL S.A.,WWW.ELDIARIOAR.COM,Capital Federal,CAPITAL FEDERAL,2450250.00,,907500.00,1542750.00
Grafica,EDITORIAL ESQUIU S.A.,EL ESQUIU,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,2444260.00,,798362.50,1645897.50
Redes,SELENE PUBLICIDAD S.A.,DSP - PROGRAMATIC,Capital Federal,CAPITAL FEDERAL,2420000.00,,2420000.00,
Redes,SELENE PUBLICIDAD S.A.,DSP (DEMAND SIDE PLATFORM),Capital Federal,CAPITAL FEDERAL,2420000.00,,2420000.00,
Via Publica,BYV 360 S.R.L.,BYV 360 S.R.L.,Varias,Varias,2420000.00,,,2420000.00
Via Publica,CONSIGLIERE MEDIOS S.R.L.,CONSIGLIERE MEDIOS S.R.L.,Varias,Varias,2420000.00,,,2420000.00
Web,EDITORIAL LA CAPITAL S.A.,WWW.LACAPITALMDP.COM,Buenos Aires,MAR DEL PLATA,2420000.00,,968000.00,1452000.00
Radio AM,VOCES S.A.,AM 830 LT8 RADIO ROSARIO,Santa Fe,ROSARIO,2401267.88,2401267.88,,
Via Publica,LUINI JUAN PABLO,LUINI JUAN PABLO,Varias,Varias,2400000.00,,,2400000.00
Via Publica,FIT SOLUCIONES PUBLIC. S.A.,FIT SOLUCIONES PUBLIC. S.A.,Varias,Varias,2395800.00,,,2395800.00
Via Publica,VIACART S.A.,VIACART S.A.,Varias,Varias,2395800.00,,862488.00,1533312.00
Radio FM,SENTIDOS S.A.,FM 105.5 40 PRINCIPALES,Capital Federal,CAPITAL FEDERAL,2382878.41,,922253.53,1460624.88
Grafica,GUALEGUAY AL DIA S.A,SEMANARIO EL DIA DE GUALEGUAY,Entre Rios,GUALEGUAY,2370238.48,,814389.63,1555848.85
Web,LA ARENA S.A.,WWW.LAARENA.COM.AR,La Pampa,SANTA ROSA,2362500.00,,472500.00,1890000.00
Web,COMUNICACION POSITIVA S.A.,WWW.LETRAP.COM.AR,Buenos Aires,LA PLATA,2347275.00,,141750.00,2205525.00
Via Publica,MARTINIANO FERNANDO HUGO,MARTINIANO FERNANDO HUGO,Varias,Varias,2346190.00,,,2346190.00
Grafica,AGENCIA D C DE PUBLICIDAD SA,DIARIO CASTELLANOS,Santa Fe,RAFAELA,2344368.00,,1172184.00,1172184.00
Radio AM,PRODERA S.A.,AM 570 RADIO ARGENTINA,Capital Federal,CAPITAL FEDERAL,2339280.90,,969318.90,1369962.00
Comunicacion Directa,ALTENIS ARGENTINA S.R.L.,ALTENIS ARGENTINA S.R.L.,Varias,Varias,2328499.80,,,2328499.80
Radio AM,RADIODIFUSORA INDEPENDENCIA SA,AM 590 LV12 RADIO INDEPENDENCIA,Tucuman,SAN MIGUEL DE TUCUMAN,2285953.84,195847.27,223646.72,1866459.85
TV Cable,WORLD MANAGEMENT SRL,CINECANAL,Capital Federal,CAPITAL FEDERAL,2274800.00,,,2274800.00
Web,DAK GRUPO CREATIVO S.R.L.,WWW.HACEINSTANTES.COM,Capital Federal,CAPITAL FEDERAL,2250516.68,,454891.67,1795625.01
Radio AM,TRD PUBLICIDAD Y COMUNIC. S.A.,AM 1450 EL SOL,Capital Federal,CAPITAL FEDERAL,2234797.52,,428506.11,1806291.41
Radio FM,GALES S.A.,FM 91.5 TIEMPO,Chubut,TRELEW,2234385.00,,,2234385.00
TV Cable,MULTIMEDIOS SAPEM,CANAL 12,Misiones,POSADAS,2229557.12,1674985.68,,554571.44
Via Publica,UMBRA S.A.,UMBRA S.A.,Varias,Varias,2218331.72,,,2218331.72
Radio AM,RADIO VISION JUJUY S.A.,AM 630 LW8,Jujuy,SAN SALVADOR DE JUJUY,2211747.51,,489167.91,1722579.60
Web,LISTO PARA PUBLICAR SAS,WWW.DATACLAVE.COM.AR,Buenos Aires,TIGRE,2172353.32,,425113.33,1747239.99
Grafica,MONTIVEL S.A.,DIARIO EL HERALDO,Entre Rios,CONCORDIA,2167458.40,,1076064.92,1091393.48
Via Publica,COLP S.R.L.,COLP S.R.L.,Varias,Varias,2164460.10,,,2164460.10
TV Cable,MEDIOS ANDINOS S.A.,TVA CANAL 4 SAN RAFAEL,Mendoza,SAN RAFAEL,2162140.28,,374162.59,1787977.69
Grafica,MONTIVEL S.A.,CRONICA,Chubut,COMODORO RIVADAVIA,2159602.51,,949029.48,1210573.03
Via Publica,COOP. DE TRABAJO MOLL LTDA.,COOP. DE TRABAJO MOLL LTDA.,Varias,Varias,2133230.00,,,2133230.00
Web,EL ARBOL DIGITAL S.R.L.,WWW.AGENDAPYME.COM.AR,Capital Federal,CAPITAL FEDERAL,2115987.49,,375100.00,1740887.49
Web,EDITORIAL DEMOCRACIA S.R.L.,WWW.DIARIODEMOCRACIA.COM,Buenos Aires,BUENOS AIRES,2103675.00,,336000.00,1767675.00
Grafica,INFORMAR S.A,PUNTAL,Cordoba,VILLA MARIA,2095790.79,63358.05,834036.15,1198396.59
Via Publica,GRUPO CETA S.R.L.,GRUPO CETA S.R.L.,Varias,Varias,2077739.40,,,2077739.40
Via Publica,ATACAMA S.A. DE PUBLICIDAD,ATACAMA S.A. DE PUBLICIDAD,Varias,Varias,2069100.00,,,2069100.00
Web,YEMES MARIO ANTONIO,WWW.GRUPOLAPROVINCIA.COM,Buenos Aires,BUENOS AIRES,2065771.05,,611100.00,1454671.05
TV Cable,MULTIMEDIOS REGIONAL S.A.,MULTIMEDIOS REGIONAL,Santiago del Estero,SANTIAGO DEL ESTERO,2062929.00,,284592.00,1778337.00
Web,PENTACULO SAS,WWW.MINUTOYA.COM,Mendoza,MENDOZA,2061955.00,,936285.00,1125670.00
Via Publica,OYMYAKON SA,OYMYAKON SA,Varias,Varias,2057000.00,,,2057000.00
Via Publica,PUBLICIDAD SARMIENTO S.A.,PUBLICIDAD SARMIENTO S.A.,Varias,Varias,2057000.00,,,2057000.00
Radio AM,RADIODIFUSORA DEL CENTRO S.A.,CADENA 3 RIO IV,Cordoba,CORDOBA,2037875.00,,513085.50,1524789.50
Via Publica,P MAS D IDEAS CREATIVAS SRL,P MAS D IDEAS CREATIVAS SRL,Varias,Varias,2032800.00,,,2032800.00
Via Publica,TARGET VIA PUBLICA S.R.L.,TARGET VIA PUBLICA S.R.L.,Varias,Varias,2032800.00,,,2032800.00
Web,CIELO PLATENSE S.R.L.,WWW.INFOCIELO.COM,Buenos Aires,LA PLATA,2026500.00,,262500.00,1764000.00
Via Publica,PUBLICIDAD SARMIENTO S.A.,PUBLICIDAD SARMIENTO S.A.,Varias,Varias,2013440.00,,,2013440.00
